Year,Term,Number,Subject,Course Title,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2014,Summer,551,ACCY,Corporate Income Taxation,"Shaw, Jeffrey M",9,5,1,5,6,0,0,2,0,0,0,0,0,0
2014,Summer,556,ACCY,Tax Research,"Fotzler, Jonathan B",0,10,13,3,1,1,0,0,0,0,0,0,0,0
2014,Summer,557,ACCY,Accounting Periods and Methods,"Aquino, Glenn D",6,7,4,5,4,0,2,0,0,0,0,0,0,0
2014,Summer,559,ACCY,Tax Policy,"Giertz, J F",0,15,4,9,0,0,0,0,0,0,0,0,0,0
2014,Summer,559,ACCY,IRS Procedures,"Meier, Walter K",0,2,13,8,4,0,1,0,0,0,0,0,0,0
2014,Summer,560,ACCY,Information in Value Creation,"Chandler, John S",2,15,14,4,0,0,0,0,0,0,0,0,0,0
2014,Summer,100,ACE,Agr Cons and Resource Econ,"Gundersen, Lisa C",0,3,3,2,3,2,2,1,3,2,1,1,1,0
2014,Summer,240,ACE,Personal Financial Planning,"Stoddard, Paul B",7,20,14,16,12,6,4,1,1,0,1,0,2,0
2014,Summer,150,ADV,Introduction to Advertising,"Olson, Katrina M",5,14,5,4,5,0,4,0,0,0,1,1,0,0
2014,Summer,310,ADV,Intro to Public Relations,"Olson, Katrina M",30,14,2,7,5,1,1,1,0,0,0,1,1,0
2014,Summer,222,AFST,Introduction to Modern Africa,"Barro, Maimouna A",9,10,4,2,0,0,0,1,2,0,0,2,0,1
2014,Summer,331,ANSC,Biology of Reproduction,"Nowak, Romana A",3,7,4,3,4,0,3,2,0,0,0,0,0,0
2014,Summer,103,ANTH,Anthro in a Changing World,"Finley, Amaziah Z",3,22,20,4,12,10,2,8,4,2,3,0,7,1
2014,Summer,143,ANTH,Biology of Human Behavior,"Melber, Talia",19,15,0,3,3,0,5,1,0,2,2,0,4,0
2014,Summer,209,ANTH,"Food, Culture, and Society","Manalansan, Martin F",0,25,1,1,2,2,3,0,0,0,2,0,0,0
2014,Summer,100,ASTR,Introduction to Astronomy,"Vijayaraghavan, Rukmani",1,10,8,3,1,2,3,2,2,1,1,0,3,0
2014,Summer,120,ATMS,Severe and Hazardous Weather,"Snodgrass, Eric R",178,85,0,0,15,0,1,5,0,0,1,0,3,0
2014,Summer,300,BADM,The Legal Environment of Bus,"Marrs, Gregory A",15,36,41,24,27,5,6,3,4,1,3,0,1,0
2014,Summer,310,BADM,Mgmt and Organizational Beh,"Shabbir, Muhammad S",0,41,66,49,7,4,1,8,1,0,2,1,3,1
2014,Summer,320,BADM,Principles of Marketing,"Shabbir, Muhammad S",0,39,32,11,5,2,0,2,0,0,1,2,6,0
2014,Summer,340,BADM,Ethical Dilemmas of Business,"Winter, Gretchen A",1,9,5,3,2,0,1,0,0,0,0,0,0,0
2014,Summer,350,BADM,IT for Networked Organizations,"Sachdev, Vishal",4,14,11,5,7,2,0,1,1,0,0,0,0,0
2014,Summer,375,BADM,Business Process Management,"Sirichakwal, Issariya",2,5,4,6,5,2,3,0,0,1,0,0,0,0
2014,Summer,380,BADM,International Business,"Corredor Waldro, Sandra T",5,15,7,2,1,0,0,0,0,0,0,0,0,0
2014,Summer,551,BADM,Managing Intellectual Property,"Bradley, Joe A",1,22,38,3,1,0,0,0,0,0,0,0,0,0
2014,Summer,567,BADM,Process Management,"Chhajed, Dilip",0,16,8,7,3,0,0,0,0,0,0,0,0,0
2014,Summer,567,BADM,Process Management,"Chhajed, Dilip",0,9,10,11,9,0,0,0,0,0,0,0,0,0
2014,Summer,572,BADM,Stat for Mgt Decision Making,"Palekar, Udatta S",34,7,5,5,0,1,0,3,0,0,0,0,0,0
2014,Summer,590,BADM,Technology Practicum,"Kurtz, Jeffrey M",5,56,2,1,0,0,0,0,0,0,0,0,0,0
2014,Summer,590,BADM,Introduction to Business,"Sleptsov, Alexander",2,22,9,4,1,0,0,0,0,0,0,0,0,0
2014,Summer,590,BADM,Negotiations,"Loewenstein, Jeffrey",0,17,27,16,3,1,0,0,0,0,0,0,0,0
2014,Summer,250,BTW,Principles Bus Comm,"Khatiblou, Roya",0,7,10,3,2,1,0,0,0,0,0,0,0,0
2014,Summer,422,CEE,Construction Cost Analysis,"Liu, Liang Y",0,9,2,8,5,1,0,3,1,0,0,0,1,1
2014,Summer,467,CEE,Masonry Structures,"Abrams, Daniel P",0,3,6,4,2,2,2,0,1,1,0,0,0,0
2014,Summer,469,CEE,Wood Structures,"Gurfinkel, German",5,4,4,3,3,0,0,2,1,0,0,0,0,0
2014,Summer,102,CHEM,General Chemistry I,"Overcash, John W",0,6,10,8,11,6,9,8,7,5,2,0,5,2
2014,Summer,103,CHEM,General Chemistry Lab I,"Kramer, Colin B",0,29,6,2,5,2,1,2,1,0,1,0,3,0
2014,Summer,104,CHEM,General Chemistry II,"Hummel, Thomas J",0,7,2,5,6,7,5,4,4,2,1,4,2,0
2014,Summer,105,CHEM,General Chemistry Lab II,"Kramer, Colin B",10,5,6,3,3,1,1,0,0,1,0,0,0,0
2014,Summer,232,CHEM,Elementary Organic Chemistry I,"Rafferty, Ryan",5,18,0,6,28,0,5,25,0,0,7,2,2,4
2014,Summer,233,CHEM,Elementary Organic Chem Lab I,"Miller, Shawn",0,5,4,4,16,6,3,5,1,2,0,0,0,0
2014,Summer,332,CHEM,Elementary Organic Chem II,"Koerner, Michael",5,3,3,2,7,4,2,1,3,0,1,1,2,1
2014,Summer,100,CHLH,Contemporary Health,"Trask, Jeffrey T",0,7,16,7,9,4,3,4,1,1,0,0,1,0
2014,Summer,206,CHLH,Human Sexuality,"Rinaldi-Miles, Anna I",1,9,5,10,7,11,2,5,3,2,0,1,3,0
2014,Summer,243,CHLH,Drug Use and Abuse,"Kersh, Renique",22,1,1,4,2,0,3,3,0,0,1,1,1,0
2014,Summer,410,CI,Middle School Instruction,"Dean, Sheila R",0,11,4,3,4,0,0,1,1,0,0,0,0,0
2014,Summer,102,CLCV,Medical Terms-GRK and LAT Roots,"Dee, Nicholas M",0,3,7,5,4,1,3,3,2,1,0,0,3,2
2014,Summer,212,CMN,Intro to Organizational Comm,"Proulx, Jeffrey",1,2,1,3,3,2,1,3,2,0,2,0,2,0
2014,Summer,230,CMN,Intro to Interpersonal Comm,"Pitchford, Matthew C",0,3,3,3,5,2,2,1,1,0,0,0,1,0
2014,Summer,336,CMN,Family Communication,"Basinger, Erin D",0,2,3,4,3,3,6,2,0,0,0,1,0,0
2014,Summer,396,CMN,Media and Youth Culture,"Hebert, Mary Grace B",4,2,0,3,5,4,0,3,1,0,1,0,0,0
2014,Summer,101,CS,Intro Computing: Engrg and Sci,"Gambill, Thomas N",9,4,0,0,3,3,0,0,0,0,0,2,0,0
2014,Summer,173,CS,Discrete Structures,"Wang, Yipu",8,10,11,9,10,7,3,1,1,2,1,2,0,2
2014,Summer,225,CS,Data Structures,"Geigle, Chase A",3,16,5,8,13,3,3,10,1,4,2,1,2,6
2014,Summer,357,CS,Numerical Methods I,"Gambill, Thomas N",6,8,9,7,2,1,0,0,1,0,0,0,0,0
2014,Summer,410,CS,Text Information Systems,"Massung, Sean A",0,13,2,1,4,2,1,0,0,0,0,0,0,0
2014,Summer,421,CS,Progrmg Languages and Compilers,"Mechitov, Kirill A",3,3,3,1,3,4,0,3,1,0,0,0,0,0
2014,Summer,100,DANC,Intro to Contemporary Dance,"Pittman, Angela",1,7,2,8,3,4,2,2,1,0,1,0,2,1
2014,Summer,205,ECE,Elec and Electronic Circuits,"Cheng, Zuofu",2,7,1,4,5,3,0,1,1,0,0,0,0,0
2014,Summer,210,ECE,Analog Signal Processing,"Alvarez, Juan",4,4,4,6,4,6,2,5,0,0,1,0,3,0
2014,Summer,313,ECE,Probability with Engrg Applic,"Xu, Jiaming",3,4,3,6,7,13,7,4,3,2,5,0,2,1
2014,Summer,329,ECE,Fields and Waves I,"Kudeki, Erhan",9,9,9,7,6,4,5,3,2,0,4,0,1,0
2014,Summer,340,ECE,Semiconductor Electronics,"Leburton, Jean-Pierre",4,6,2,5,13,2,4,9,4,2,4,1,1,1
2014,Summer,342,ECE,Electronic Circuits,"Radhakrishnan, Chandrasek",2,9,2,6,4,1,1,2,0,0,1,0,0,0
2014,Summer,444,ECE,IC Device Theory and Fabrication,"Sievers, Dane J",2,10,3,2,5,0,0,1,0,0,0,0,0,0
2014,Summer,102,ECON,Microeconomic Principles,"Vazquez, Jose J",10,61,2,5,6,0,0,3,0,0,1,0,1,1
2014,Summer,103,ECON,Macroeconomic Principles,"Petry, Joseph A",2,6,8,10,7,2,9,1,2,3,0,0,5,0
2014,Summer,203,ECON,Economic Statistics II,"Petry, Joseph A",8,5,9,9,10,7,2,5,3,3,1,5,8,2
2014,Summer,203,ECON,Economic Statistics II,"Veras De Paiva, Henrique",3,2,6,6,5,4,3,2,3,0,0,0,0,2
2014,Summer,302,ECON,Inter Microeconomic Theory,"Arvin-Rad, Hassan",1,5,2,4,2,3,3,1,5,0,2,0,0,0
2014,Summer,302,ECON,Inter Microeconomic Theory,"Buckley, Bryan D",1,5,6,2,7,3,1,3,3,3,1,2,4,1
2014,Summer,480,ECON,Industrial Comp and Monopoly,"Toossi, Ali",0,3,4,6,5,4,2,4,4,2,0,0,0,1
2014,Summer,568,ECON,Macroeconomics for Business,"Esfahani, Hadi S",21,19,3,3,0,0,0,0,0,0,0,0,0,0
2014,Summer,198,ENG,IEFX Projects,"Bradley, Joe A",7,16,6,1,1,0,0,0,0,0,0,0,0,0
2014,Summer,310,ENSU,Renewable and Alternative Energy,"Snodgrass, Eric R",8,18,1,2,1,1,1,1,0,0,0,0,3,0
2014,Summer,310,EPS,Race and Cultural Diversity,"Anderson, James D",10,5,3,2,3,4,1,0,2,1,2,0,5,0
2014,Summer,415,EPS,Technology andEducational Reform,"Mayo, Cris S",0,124,8,2,2,1,0,0,0,0,0,0,0,0
2014,Summer,427,EPS,Philosophy of Middle School,"Mayo, Cris S",0,22,1,0,1,0,0,0,0,0,0,0,0,0
2014,Summer,430,EPSY,Early Adolescent Development,"Jamison, Rhonda S",0,32,4,4,0,0,0,0,2,0,0,0,2,0
2014,Summer,590,EPSY,Global Issues in Lrn and Pedago,"Lo, Adrienne S",0,25,2,0,3,0,0,0,0,0,1,0,0,1
2014,Summer,590,EPSY,Advanced Seminar in Educ Psyc,"Cope, William",26,8,0,1,1,0,0,0,0,0,0,0,0,0
2014,Summer,320,ESE,"Water Planet, Water Crisis","Cole, Todd M",10,7,2,7,2,2,1,1,0,0,2,1,7,0
2014,Summer,221,FIN,Corporate Finance,"Maurer, Martin",2,44,3,3,7,0,0,0,0,0,0,0,0,0
2014,Summer,502,FIN,Quantitative Finance,"Widdicks, Martin",5,26,3,10,8,2,0,0,0,0,0,0,0,0
2014,Summer,502,FIN,Quantitative Finance,"Widdicks, Martin",6,26,12,9,1,1,0,0,0,0,0,0,0,0
2014,Summer,580,FIN,Corp Finance and Valuation,"Kannan, Srinivasan",4,40,8,1,0,0,2,0,0,0,0,0,0,0
2014,Summer,580,FIN,Financial Statements,"Goodfriend, Jaimi E",0,11,15,2,8,17,4,0,0,0,0,0,0,0
2014,Summer,580,FIN,Financial Statements,"Goodfriend, Jaimi E",0,15,7,0,9,11,10,3,0,0,0,0,0,0
2014,Summer,517,FSHN,Fermented andDistilled Beverages,"Artz, William E",3,14,10,8,0,3,0,0,0,0,0,0,0,0
2014,Summer,103,GEOG,Earth's Physical Systems,"Zinger, Jessica A",0,9,2,4,5,1,2,1,0,1,0,0,2,0
2014,Summer,105,GEOG,The Digital Earth,"Robinson, Edward",0,6,4,4,5,1,1,0,1,0,1,0,1,0
2014,Summer,100,GEOL,Planet Earth,"Altaner, Stephen P",4,3,2,1,1,5,2,2,1,0,0,0,0,0
2014,Summer,118,GEOL,Natural Disasters,"Altaner, Stephen P",1,3,10,7,8,4,2,0,4,1,0,0,1,1
2014,Summer,250,GER,Grimms' Fairy Tales - ACP,"Johnson, Laurie R",0,17,7,1,3,1,0,0,0,0,0,0,0,0
2014,Summer,100,GWS,Intro Gender and Women's Studies,"Cole, Cheryl L",0,17,1,1,7,0,0,0,0,0,1,0,0,0
2014,Summer,105,HDFS,Intro to Human Development,"Feld, Anneliese M",7,11,3,0,2,0,0,1,0,1,1,0,0,0
2014,Summer,100,HIST,Global History,"Admiral, Rosemary G",2,8,7,2,3,0,1,0,0,0,0,0,0,0
2014,Summer,273,HIST,Illinois History,"Lubelski, Lance R",0,1,9,3,7,4,0,4,5,2,1,0,2,0
2014,Summer,470,HRD,Design of Learning Systems,"Huang, Wen-Hao",12,8,2,3,1,1,1,0,0,0,0,0,0,0
2014,Summer,530,HRD,Organization Development,"Kuchinke, K P",0,7,6,8,2,0,0,0,0,0,0,0,0,0
2014,Summer,490,INFO,Introduction to Data Science,"Brunner, Robert J",2,2,3,4,6,2,0,0,0,0,1,1,1,2
2014,Summer,340,KIN,Soc and Psych of Phys Activity,"Petruzzello, Steven J",0,6,7,1,6,0,2,0,0,0,0,0,0,0
2014,Summer,170,LAST,Introduction to Latin America,"Goldman, Dara E",9,7,2,1,2,0,1,0,0,0,0,0,4,0
2014,Summer,445,IS,Info Books and Resources Youth,"Diekman, Linda M",1,20,2,0,1,0,0,0,0,0,0,0,0,0
2014,Summer,502,IS,Libraries Info and Society,"Estabrook, Leigh S",0,0,5,11,7,4,2,0,0,0,0,0,0,0
2014,Summer,502,IS,Libraries Info and Society,"Estabrook, Leigh S",0,0,5,9,6,1,2,0,0,0,0,0,0,1
2014,Summer,507,IS,Intr to Bibliographic Metadata,"Bothmann, Robert L",16,3,0,0,2,0,0,1,0,0,1,0,0,0
2014,Summer,580,IS,Rare Book and Spec Colls,"Berger, Sidney E",1,11,7,1,0,1,0,0,0,0,0,0,0,0
2014,Summer,100,MACS,Intro to Popular TV and Movies,"Brown, Stephanie A",2,6,11,2,2,2,1,0,0,0,0,0,0,0
2014,Summer,351,MACS,Social Aspects of Media,"Reisner, Ann E",0,7,3,1,5,5,1,0,1,0,0,0,0,0
2014,Summer,220,MATH,Calculus,"Shan, Jianyun",2,2,0,5,2,2,0,7,0,1,2,2,2,1
2014,Summer,231,MATH,Calculus II,"Liang, Jian",4,1,2,3,2,5,1,2,0,0,1,1,1,1
2014,Summer,231,MATH,Calculus II,"Burner, Justin",1,4,1,2,4,2,3,1,0,2,2,0,1,0
2014,Summer,241,MATH,Calculus III,"Tian, Hongfei",1,4,5,5,4,2,3,4,0,2,0,0,0,0
2014,Summer,241,MATH,Calculus III,"Folwaczny, Lena C",6,6,3,3,10,1,2,0,0,0,1,0,0,0
2014,Summer,241,MATH,Calculus III,"Song, Yang",5,4,3,3,2,2,2,3,1,0,1,1,0,2
2014,Summer,285,MATH,Intro Differential Equations,"Robinson, Derek S",4,5,6,2,8,2,4,1,1,0,1,0,0,0
2014,Summer,347,MATH,Fundamental Mathematics,"Hildebrand, A J",3,2,3,2,3,3,2,1,1,2,0,1,1,1
2014,Summer,415,MATH,Applied Linear Algebra,"Bergvelt, Maarten J",0,4,6,3,4,5,2,1,1,3,0,0,2,0
2014,Summer,415,MATH,Applied Linear Algebra,"Muncaster, Robert G",2,6,8,6,5,4,3,7,5,1,1,0,1,1
2014,Summer,444,MATH,Elementary Real Analysis,"Miles, Joseph B",2,8,4,6,5,1,0,2,0,2,0,0,0,2
2014,Summer,150,MCB,Molec and Cellular Basis of Life,"Mehrtens, Bradley G",2,6,6,10,2,9,9,2,6,7,4,4,3,2
2014,Summer,246,MCB,Human Anatomy and Physiology II,"Brown, Chester M",3,3,3,8,7,4,4,5,3,0,0,0,3,0
2014,Summer,250,MCB,Molecular Genetics,"Kirchner, Nicholas C",1,4,2,1,2,3,0,2,3,2,3,0,0,1
2014,Summer,250,MCB,Molecular Genetics,"Kirchner, Nicholas C",0,1,2,3,1,7,1,0,1,1,1,1,2,1
2014,Summer,450,MCB,Introductory Biochemistry,"Levesque, Lyne",1,5,5,3,8,7,8,3,6,0,6,0,2,1
2014,Summer,130,MUS,Introd to the Art of Music,"Magee, Gayle S",4,15,11,4,3,5,0,2,4,1,2,0,1,0
2014,Summer,101,PHYS,College Physics: Mech and Heat,"Shoaf, Curtis M",7,11,7,4,6,4,5,4,5,0,1,1,2,3
2014,Summer,102,PHYS,College Physics: EandM and Modern,"Carrubba, James G",1,4,2,5,6,1,2,3,4,3,1,2,1,0
2014,Summer,211,PHYS,University Physics: Mechanics,"Rosenblatt, Rebecca J",3,4,1,1,3,3,3,1,4,0,1,1,1,0
2014,Summer,212,PHYS,University Physics: Elec and Mag,"Pakey, Donald D",6,9,3,9,5,7,4,9,6,4,3,5,2,3
2014,Summer,213,PHYS,Univ Physics: Thermal Physics,"Schroeder, Noah",8,9,2,4,3,4,11,6,3,1,0,4,1,0
2014,Summer,214,PHYS,Univ Physics: Quantum Physics,"Schroeder, Noah",7,9,4,6,3,6,5,5,2,3,1,3,0,0
2014,Summer,101,PS,Intro to US Gov and Pol,"Renn, Duu S",10,18,4,5,5,3,3,1,1,0,0,0,2,1
2014,Summer,280,PS,Intro to Intl Relations,"Reeder, Bryce W",0,21,5,10,5,0,4,1,1,1,0,0,2,0
2014,Summer,305,PS,The US Supreme Court,"Thomas-Ward, Jamie M",0,3,3,8,2,4,0,0,2,0,0,0,3,1
2014,Summer,100,PSYC,Intro Psych,"Henricks-Lepp, Genevieve",2,17,8,5,9,5,8,6,0,0,1,0,1,0
2014,Summer,110,RLST,World Religions,"Ebel, Jonathan H",0,3,2,3,4,3,0,2,0,1,2,0,2,0
2014,Summer,100,RST,Society and Leisure,"Paden, Lori Kay",25,23,5,2,2,2,2,0,1,0,1,0,0,0
2014,Summer,130,RST,Foundations of Sport Mgt,"Hutchinson, Raquel K",2,9,3,2,8,4,2,3,3,2,0,0,0,0
2014,Summer,199,RST,Sales and Promotion in RST,"Cupps-Miller, Heather A",0,10,0,4,0,0,4,4,0,0,0,0,0,0
2014,Summer,199,RST,Sport and Sustainability,"Raycraft, Michael",0,16,3,3,2,1,1,1,1,0,1,0,0,0
2014,Summer,242,RST,Nature and American Culture,"McDonald, Cary D",0,19,0,0,4,0,0,0,0,0,0,0,0,0
2014,Summer,577,SHS,Advanced Practicum in SHS,"Cetin, Patricia D",4,18,7,0,0,0,1,0,0,0,0,0,0,0
2014,Summer,579,SHS,Prof/Eth/Legal Issues AuD/SLP,"Chambers, Lou",0,12,12,8,5,3,0,0,0,0,0,0,0,0
2014,Summer,100,SOC,Introduction to Sociology,"Brown-Davis, Nicole M",0,17,3,2,3,4,0,0,1,0,0,1,1,0
2014,Summer,100,SOC,Introduction to Sociology,"Sattari, Negin",0,21,3,0,0,3,0,1,1,0,0,1,0,0
2014,Summer,100,SOC,Introduction to Sociology,"Schneider, Matthew J",0,11,3,1,3,1,1,0,2,1,1,0,0,0
2014,Summer,275,SOC,Criminology,"Steward, Daniel J",0,11,0,2,4,0,0,2,0,0,4,0,0,1
2014,Summer,400,SOCW,Generalist SW Practice Methods,"Bragg, Mary",0,4,9,4,3,0,0,1,0,0,0,0,0,0
2014,Summer,410,SOCW,Social Welfare Pol and Svcs,"Cleeland, Leah R",0,19,4,1,0,0,0,0,0,0,0,0,0,0
2014,Summer,451,SOCW,HBSE I: Human Development,"Miller, Deserai L",1,7,6,2,4,0,0,0,0,0,1,0,0,0
2014,Summer,526,SOCW,Managing Human Service Orgs,"Zaleski, Judith",5,18,0,0,1,0,0,2,0,0,0,0,0,0
2014,Summer,117,SPED,The Culture of Disability,"Bentz, Johnell L",0,22,0,0,5,0,0,2,0,0,1,0,2,0
2014,Summer,322,SPED,Intro Intellectual Disability,"Wolowiec-Fisher, Kimberly",3,13,0,0,8,0,0,5,0,0,1,0,2,0
2014,Summer,100,STAT,Statistics,"Eisinger, Robert D",5,7,3,1,2,2,2,1,5,1,2,0,0,0
2014,Summer,100,STAT,Statistics,"Ye, Sangbeak",7,35,7,8,4,7,2,4,2,0,2,2,11,2
2014,Summer,400,STAT,Statistics and Probability I,"Stepanov, Alexey G",23,9,9,4,8,3,1,2,3,0,3,0,3,1
2014,Summer,410,STAT,Statistics and Probability II,"Stepanov, Alexey G",12,6,4,6,11,4,0,2,2,0,2,2,2,2
2014,Summer,440,STAT,Statistical Data Management,"Unger, David",2,11,5,3,1,2,0,0,1,0,0,0,0,0
2014,Summer,448,STAT,Advanced Data Analysis,"Glosemeyer, Darren W",0,11,7,4,2,4,0,0,0,0,0,0,2,0
2014,Summer,212,TAM,Introductory Dynamics,"Sanders, John W",9,7,2,10,5,3,1,2,2,0,0,0,0,0
2014,Summer,251,TAM,Introductory Solid Mechanics,"Rajarathinam, Robin Jepht",2,9,5,6,3,2,1,1,1,0,1,0,1,0
2014,Summer,335,TAM,Introductory Fluid Mechanics,"Johnson, Blake E",2,2,1,2,10,4,4,7,4,0,2,1,5,0
2014,Summer,101,THEA,Introduction to Theatre Arts,"Morrissette, Jason W",9,17,7,0,2,2,2,1,1,0,0,0,0,0
2014,Summer,101,THEA,Introduction to Theatre Arts,"Morrissette, Jason W",12,12,3,4,3,3,1,1,1,0,0,0,2,1
2014,Winter,120,ATMS,Severe and Hazardous Weather,"Snodgrass, Eric R",296,42,0,2,8,1,1,1,3,0,0,0,7,0
2014,Winter,300,BADM,The Legal Environment of Bus,"Marrs, Gregory A",5,13,9,6,6,1,2,1,0,0,1,0,1,0
2014,Winter,310,BADM,Mgmt and Organizational Beh,"Shabbir, Muhammad S",0,27,21,3,3,1,1,0,0,0,0,0,0,0
2014,Winter,350,BADM,IT for Networked Organizations,"Sachdev, Vishal",2,8,2,5,3,0,1,2,2,1,0,0,2,0
2014,Winter,380,BADM,International Business,"Bucheli, Marcelo",0,9,12,5,6,5,0,2,0,3,0,0,0,0
2014,Winter,102,ECON,Microeconomic Principles,"Vazquez, Jose J",10,71,9,4,5,0,3,0,0,0,0,0,2,0
2014,Winter,203,ECON,Economic Statistics II,"Petry, Joseph A",10,6,9,6,4,1,7,5,0,2,2,0,5,1
2014,Winter,100,SOC,Introduction to Sociology,"Steward, Daniel J",0,53,9,3,2,0,0,0,0,0,1,0,0,0
2013,Fall,100,AAS,Intro Asian American Studies,"Arai, Sayuri",6,16,5,3,2,3,0,0,0,0,0,0,0,0
2013,Fall,100,AAS,Intro Asian American Studies,"Arai, Sayuri",6,11,4,5,6,1,0,0,0,0,0,0,0,0
2013,Fall,100,AAS,Intro Asian American Studies,"Davis, Thomas E",2,24,1,2,4,1,1,0,0,0,0,0,0,0
2013,Fall,100,AAS,Intro Asian American Studies,"Davis, Thomas E",7,16,4,4,0,2,2,0,0,0,0,0,0,0
2013,Fall,100,AAS,Intro Asian American Studies,"Thomas, Merin A",4,12,6,3,2,2,0,0,0,0,0,0,0,0
2013,Fall,100,AAS,Intro Asian American Studies,"Thomas, Merin A",12,14,2,2,1,2,0,0,0,0,0,0,0,0
2013,Fall,287,AAS,Food and Asian Americans,"Manalansan, Martin F",0,23,2,4,2,3,2,0,0,0,0,0,0,1
2013,Fall,223,ABE,ABE Principles: Machine Syst,"Grift, Tony E",3,24,8,2,6,0,0,3,0,0,2,0,0,0
2013,Fall,224,ABE,ABE Principles: Soil and Water,"Kalita, Prasanta K",0,32,0,10,6,0,0,0,0,0,2,0,0,1
2013,Fall,341,ABE,Transport Processes in ABE,"Danao, Mary-Grace",1,2,3,3,5,7,2,3,2,0,1,0,0,0
2013,Fall,430,ABE,Project Management,"Schideman, Lance C",0,15,12,15,53,15,5,7,4,0,0,0,0,0
2013,Fall,466,ABE,Engineering Off-Road Vehicles,"Hansen, Alan C",0,6,13,6,4,2,2,3,0,0,1,0,0,0
2013,Fall,488,ABE,Bioprocessing Biomass for Fuel,"Singh, Vijay",0,5,9,6,2,0,1,1,0,0,0,0,0,0
2013,Fall,200,ACCY,Fundamentals of Accounting,"Silhan, Peter A",2,29,20,20,16,15,15,9,4,2,1,2,3,0
2013,Fall,200,ACCY,Fundamentals of Accounting,"Silhan, Peter A",0,23,25,27,23,20,9,3,4,1,6,1,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Hennessy, James E",1,3,7,9,4,5,2,2,3,0,0,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Hennessy, James E",0,5,9,8,2,6,3,2,0,0,3,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Huang, John",2,6,7,5,6,4,2,1,3,0,1,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Ledvora, Joseph A",2,4,5,5,5,7,5,1,1,0,1,0,1,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Lin, Jonathan T",0,4,6,9,1,3,5,2,1,0,6,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Huang, John",1,1,10,8,1,6,3,2,2,0,0,0,1,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Ledvora, Joseph A",1,7,4,6,4,3,2,4,2,0,4,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Lin, Jonathan T",1,4,5,10,3,7,5,2,1,0,1,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"McNamara, Sean M",0,6,4,4,7,4,4,2,3,0,0,0,0,1
2013,Fall,201,ACCY,Accounting and Accountancy I,"Stefani, Marisa A",0,2,3,1,6,6,2,4,5,0,5,0,1,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Moradi, Maseeh",0,2,5,9,8,7,2,1,2,0,2,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Smigielski, Michael A",0,1,3,8,5,14,3,1,3,0,1,0,1,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"McNamara, Sean M",1,5,7,10,6,3,2,0,2,0,2,0,1,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Moradi, Maseeh",1,4,8,11,4,5,2,1,2,0,0,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Zhao, Weiran",0,2,5,6,6,9,6,2,1,0,2,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Stefani, Marisa A",1,4,9,8,6,3,2,0,3,0,2,0,0,0
2013,Fall,201,ACCY,Accounting and Accountancy I,"Smigielski, Michael A",0,4,9,4,3,7,4,1,1,0,1,0,0,1
2013,Fall,201,ACCY,Accounting and Accountancy I,"Zhao, Weiran",1,3,8,14,3,2,2,2,2,0,1,0,1,0
2013,Fall,202,ACCY,Accounting and Accountancy II,"Le, Nga H",1,9,6,4,10,1,3,3,3,0,1,0,1,0
2013,Fall,202,ACCY,Accounting and Accountancy II,"Le, Nga H",3,13,6,11,5,1,1,2,3,0,1,0,0,0
2013,Fall,202,ACCY,Accounting and Accountancy II,"Mulvihill, Brian J",3,20,6,8,3,3,1,3,0,0,0,0,0,0
2013,Fall,202,ACCY,Accounting and Accountancy II,"Mulvihill, Brian J",2,18,11,6,5,2,1,1,1,0,0,0,0,0
2013,Fall,202,ACCY,Accounting and Accountancy II,"Ye, Xinxin",2,12,7,10,5,4,4,2,0,0,1,0,0,0
2013,Fall,202,ACCY,Accounting and Accountancy II,"Ye, Xinxin",1,8,7,11,10,4,3,2,1,0,0,0,0,1
2013,Fall,301,ACCY,Atg Measurement and Disclosure,"Asante Appiah, Bright",2,4,11,9,2,6,4,1,0,0,0,0,0,0
2013,Fall,301,ACCY,Atg Measurement and Disclosure,"Asante Appiah, Bright",2,10,14,2,5,5,1,0,0,0,1,0,0,0
2013,Fall,301,ACCY,Atg Measurement and Disclosure,"Zhou, Hailan",1,3,11,10,7,2,2,0,0,0,1,0,1,0
2013,Fall,301,ACCY,Atg Measurement and Disclosure,"Jackson, Kevin",0,7,9,8,10,2,0,1,1,0,1,0,0,0
2013,Fall,301,ACCY,Atg Measurement and Disclosure,"Finnegan, Thomas",1,4,14,11,4,1,4,0,0,0,0,0,0,1
